_id,ID,SCH_NAME,ADDRESS,CITY,POSTAL_CODE,MET_PANEL_ID,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,MUNICIPALITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,OBJECTID,geometry
374,374,Ossington/Old Orchard Junior Public School,380 Ossington Avenue,Toronto,M6J 3A5,E,9486678,380,Ossington Ave,380 Ossington Ave,former Toronto,Ossington/Old Orchard Public School,115001,14019831,380,None,,None,4125,374,"{""coordinates"": [[-79.4225997592765, 43.6527076700775]], ""type"": ""MultiPoint""}"
375,375,R H King Academy,3800 St Clair Avenue East,Scarborough,M1M 1V3,S,388308,3800,St Clair Ave E,3800 St Clair Ave E,Scarborough,R. H. King Academy,115001,111762,3800,None,,None,339,375,"{""coordinates"": [[-79.2374500349757, 43.7226223410982]], ""type"": ""MultiPoint""}"
376,376,Allenby Junior Public School,391 St Clements Avenue,Toronto,M5N 1M2,E,873148,391,St Clements Ave,391 St Clements Ave,former Toronto,Allenby Junior Public School,115001,1138238,391,None,,None,4446,376,"{""coordinates"": [[-79.4127877318278, 43.7094356428595]], ""type"": ""MultiPoint""}"
377,377,John Fisher Junior Public School,40 Erskine Avenue,Toronto,M4P 1Y2,E,11541855,40,Erskine Ave,40 Erskine Ave,former Toronto,John Fisher Public School,115001,11541837,40,None,,None,3407,377,"{""coordinates"": [[-79.3974693799724, 43.7119282510654]], ""type"": ""MultiPoint""}"
378,378,Parkside Elementary School,401 Cedarvale Avenue,East York,M4C 4K7,E,6427685,401,Cedarvale Ave,401 Cedarvale Ave,East York,Parkside Elementary School - Building Grounds,115001,30118988,401,None,,None,58,378,"{""coordinates"": [[-79.3163183865433, 43.6994434678363]], ""type"": ""MultiPoint""}"
379,379,West Rouge Junior Public School,401 Friendship Avenue,West Hill,M1C 2X8,E,336198,401,Friendship Ave,401 Friendship Ave,Scarborough,West Rouge Junior Public School,115001,105359,401,None,,None,7933,379,"{""coordinates"": [[-79.1337159199136, 43.7956184194221]], ""type"": ""MultiPoint""}"
380,380,Glenview Senior Public School,401 Rosewell Avenue,Toronto,M4R 2B5,E,862164,401,Rosewell Ave,401 Rosewell Ave,former Toronto,Glenview Senior Public School,115001,14662186,401,None,,None,4323,380,"{""coordinates"": [[-79.409524700301, 43.7199764434722]], ""type"": ""MultiPoint""}"
381,381,Pape Avenue Junior Public School,220 Langley Avenue,Toronto,M4K 1B9,E,14615167,220,Langley Ave,220 Langley Ave,former Toronto,Pape Avenue Junior Public School,115001,14022329,220,None,,None,3812,381,"{""coordinates"": [[-79.3418936177203, 43.670351887554]], ""type"": ""MultiPoint""}"
382,382,Fisherville Senior Public School,425 Patricia Avenue,North York,M2R 2N1,E,30055925,425,Patricia Ave,425 Patricia Ave,North York,None,115001,7156908,425,None,,None,6386,382,"{""coordinates"": [[-79.4411616324684, 43.784556440757]], ""type"": ""MultiPoint""}"
383,383,Islington Junior Middle School,44 Cordova Avenue,Etobicoke,M9A 2H5,E,994430,44,Cordova Ave,44 Cordova Ave,Etobicoke,Islington Junior Middle Public School,115001,911431,44,None,,None,1386,383,"{""coordinates"": [[-79.5279466910799, 43.6474828161727]], ""type"": ""MultiPoint""}"
384,384,Hillcrest Community School,44 Hilton Avenue,Toronto,M5R 3E6,E,821864,44,Hilton Ave,44 Hilton Ave,former Toronto,Hillcrest Community School,115001,1140608,44,None,,None,3683,384,"{""coordinates"": [[-79.4158447800033, 43.6790424542588]], ""type"": ""MultiPoint""}"
385,385,William J McCordic School,45 Balfour Avenue,Toronto,M4C 1T4,E,766354,45,Balfour Ave,45 Balfour Ave,former Toronto,William J. McCordic School,115001,14016715,45,None,,None,2939,385,"{""coordinates"": [[-79.2989833380474, 43.6906318395424]], ""type"": ""MultiPoint""}"
386,386,Walter Perry Junior Public School,45 Falmouth Avenue,Scarborough,M1K 4M7,E,333402,45,Falmouth Ave,45 Falmouth Ave,Scarborough,Walter Perry Junior Public School,115001,111243,45,None,,None,7876,386,"{""coordinates"": [[-79.2512456866976, 43.7334561275574]], ""type"": ""MultiPoint""}"
387,387,Lanor Junior Middle School,450 Lanor Avenue,Etobicoke,M8W 2S1,E,7641687,450,Lanor Ave,450 Lanor Ave,Etobicoke,Lanor Junior Middle School,115001,7641688,450,None,,None,1972,387,"{""coordinates"": [[-79.5447921850042, 43.6095014861413]], ""type"": ""MultiPoint""}"
388,388,John A Leslie Public School,459 Midland Avenue,Scarborough,M1N 4A7,E,363191,459,Midland Ave,459 Midland Ave,Scarborough,John A. Leslie Public School,115001,112075,459,None,,None,8496,388,"{""coordinates"": [[-79.2490593761566, 43.7141086801971]], ""type"": ""MultiPoint""}"
389,389,Clinton Street Junior Public School,460 Manning Avenue,Toronto,M6G 2V7,E,837356,460,Manning Ave,460 Manning Ave,former Toronto,Clinton Street Public School,115001,14019934,460,None,,None,3909,389,"{""coordinates"": [[-79.4140575735688, 43.6576460735345]], ""type"": ""MultiPoint""}"
390,390,West Glen Junior School,47 Cowley Avenue,Etobicoke,M9B 2E4,E,994747,47,Cowley Ave,47 Cowley Ave,Etobicoke,West Glen Public School,115001,911193,47,None,,None,1400,390,"{""coordinates"": [[-79.5608016240727, 43.6504713423926]], ""type"": ""MultiPoint""}"
391,391,Wedgewood Junior School,5 Swan Avenue,Etobicoke,M9B 1V1,E,9531172,5,Swan Ave,5 Swan Ave,Etobicoke,Wedgewood Junior Public School,115001,9531166,5,None,,None,2565,391,"{""coordinates"": [[-79.5462529112722, 43.6453169519903]], ""type"": ""MultiPoint""}"
392,392,John Polanyi Collegiate Institute,"640 Lawrence Avenue West, 1st Floor",North York,M6A 1B1,S,9234641,640,Lawrence Ave W,640 Lawrence Ave W,North York,Bathurst Heights Secondary School,115001,9234642,640,None,,None,732,392,"{""coordinates"": [[-79.439855309525, 43.7178089516362]], ""type"": ""MultiPoint""}"
393,393,Claude Watson School for the Arts,130 Doris Avenue,North York,M2N 0A8,E,20097586,130,Doris Ave,130 Doris Ave,North York,Watson School for the Performing Arts,115001,30053442,130,None,,None,5419,393,"{""coordinates"": [[-79.4093736661307, 43.7657254741228]], ""type"": ""MultiPoint""}"
394,394,Kimberley Junior Public School,50 Swanwick Avenue,Toronto,M4E 2Z5,E,876040,50,Swanwick Ave,50 Swanwick Ave,former Toronto,Kimberly Public School Junior,115001,14016131,50,None,,None,4519,394,"{""coordinates"": [[-79.2991278839731, 43.6826199722785]], ""type"": ""MultiPoint""}"
395,395,Beaches Alternative Junior School,50 Swanwick Avenue,Toronto,M4E 2Z5,E,876040,50,Swanwick Ave,50 Swanwick Ave,former Toronto,Kimberly Public School Junior,115001,14016131,50,None,,None,4519,395,"{""coordinates"": [[-79.2991278839731, 43.6826199722785]], ""type"": ""MultiPoint""}"
396,396,Frank Oke Secondary School,500 Alliance Avenue,York,M6N 2H8,S,50146,500,Alliance Ave,500 Alliance Ave,York,Frank Oke Secondary School - Building Grounds,115001,9096,500,None,,None,407,396,"{""coordinates"": [[-79.4887542282147, 43.677512419216]], ""type"": ""MultiPoint""}"
397,397,Lester B Pearson Elementary School,7 Snowcrest Avenue,North York,M2K 2K5,E,9487216,7,Snowcrest Ave,7 Snowcrest Ave,North York,Lester B. Pearson Elementary School,115001,9487214,7,None,,None,6738,397,"{""coordinates"": [[-79.3874623162842, 43.7923194425359]], ""type"": ""MultiPoint""}"
398,398,Bruce Public School,51 Larchmount Avenue,Toronto,M4M 2Y6,E,8392356,51,Larchmount Ave,51 Larchmount Ave,former Toronto,Bruce Junior Public School,115001,14037200,51,None,,None,3817,398,"{""coordinates"": [[-79.3333360558731, 43.6610358159785]], ""type"": ""MultiPoint""}"
399,399,Cosburn Middle School,520 Cosburn Avenue,East York,M4J 2P1,E,7794470,520,Cosburn Ave,520 Cosburn Ave,East York,Cosburn Middle School,115001,7794467,520,None,,None,70,399,"{""coordinates"": [[-79.3307746357026, 43.6940723030924]], ""type"": ""MultiPoint""}"
400,400,Wilkinson Junior Public School,53 Donlands Avenue,Toronto,M4J 3N7,E,7807349,53,Donlands Ave,53 Donlands Ave,former Toronto,Wilkinson Public School,115001,7807301,53,None,,None,109,400,"{""coordinates"": [[-79.3374832389852, 43.6820416289563]], ""type"": ""MultiPoint""}"
401,401,Sir Oliver Mowat Collegiate Institute,5400 Lawrence Avenue East,West Hill,M1C 2C6,S,13497749,5400,Lawrence Ave E,5400 Lawrence Ave E,Scarborough,Sir Oliver Mowat Collegiate Institute,115001,13226450,5400,None,,None,3828,401,"{""coordinates"": [[-79.1422383222644, 43.7793019336713]], ""type"": ""MultiPoint""}"
402,402,Sir Adam Beck Junior School,544 Horner Avenue,Etobicoke,M8W 2C2,E,6735862,544,Horner Ave,544 Horner Ave,Etobicoke,Sir Adam Beck Junior Public School,115001,6735853,544,None,,None,1823,402,"{""coordinates"": [[-79.5482756661428, 43.6017812323731]], ""type"": ""MultiPoint""}"
403,403,Norway Junior Public School,390 Kingston Road,Toronto,M4L 1T9,E,14198771,390,Kingston Rd,390 Kingston Rd,former Toronto,Norway Public School,115001,1140851,390,None,,None,3786,403,"{""coordinates"": [[-79.3066687042731, 43.676279047019]], ""type"": ""MultiPoint""}"
404,404,Malvern Collegiate Institute,55 Malvern Avenue,Toronto,M4E 3E4,S,836897,55,Malvern Ave,55 Malvern Ave,former Toronto,Malvern Collegiate Institute,115001,1139888,55,None,,None,3904,404,"{""coordinates"": [[-79.2929363196488, 43.6829141496984]], ""type"": ""MultiPoint""}"
405,405,Earl Beatty Junior and Senior Public School,55 Woodington Avenue,Toronto,M4C 3J6,E,6624483,55,Woodington Ave,55 Woodington Ave,former Toronto,Earl Beatty Public School,115001,6624492,55,None,,None,395,405,"{""coordinates"": [[-79.3213456307331, 43.6860684583807]], ""type"": ""MultiPoint""}"
406,406,Northview Heights Secondary School,550 Finch Avenue West,North York,M2R 1N6,S,30030280,550,Finch Ave W,550 Finch Ave W,North York,Northview Heights Secondary School,115001,20092034,550,None,,None,1610,406,"{""coordinates"": [[-79.4461177069985, 43.7738827738809]], ""type"": ""MultiPoint""}"
407,407,Fairbank Memorial Community School,555 Harvie Avenue,York,M6E 4M2,E,62504,555,Harvie Ave,555 Harvie Ave,York,Fairbank Memorial Community School - Building Grounds,115001,8067,555,None,,None,648,407,"{""coordinates"": [[-79.4554057013447, 43.6917032417799]], ""type"": ""MultiPoint""}"
408,408,R H McGregor Elementary School,555 Mortimer Avenue,East York,M4J 2G9,E,29703,555,Mortimer Ave,555 Mortimer Ave,East York,R. H. Mcgregor Public School,115001,1600,555,None,,None,259,408,"{""coordinates"": [[-79.3271357421257, 43.6899952579101]], ""type"": ""MultiPoint""}"
409,409,Regent Heights Public School,555 Pharmacy Avenue,Scarborough,M1L 3H1,E,372953,555,Pharmacy Ave,555 Pharmacy Ave,Scarborough,Regent Heights Junior Public School,115001,112465,555,None,,None,8691,409,"{""coordinates"": [[-79.2891326348503, 43.7070156248448]], ""type"": ""MultiPoint""}"
410,410,Bala Avenue Community School,6 Bala Avenue,York,M6M 2E1,E,9848255,6,Bala Ave,6 Bala Ave,York,Bala Avenue School,115001,9848256,6,None,,None,428,410,"{""coordinates"": [[-79.4990122716087, 43.6894622237887]], ""type"": ""MultiPoint""}"
411,411,Humber Summit Middle School,60 Pearldale Avenue,North York,M9L 2G9,E,10392311,60,Pearldale Ave,60 Pearldale Ave,North York,Humber Summit Middle School,115001,10392312,60,None,,None,6399,411,"{""coordinates"": [[-79.564522188693, 43.7505647535485]], ""type"": ""MultiPoint""}"
412,412,Donwood Park Public School,61 Dorcot Avenue,Scarborough,M1P 3K5,E,328292,61,Dorcot Ave,61 Dorcot Ave,Scarborough,Donwood Park Public School,115001,109362,61,None,,None,7764,412,"{""coordinates"": [[-79.2623651149549, 43.7569783122163]], ""type"": ""MultiPoint""}"
413,413,Taylor Creek Public School,644 Warden Avenue,Scarborough,M1L 3Z3,E,395722,644,Warden Ave,644 Warden Ave,Scarborough,Warden Avenue Junior Public School,115001,20353596,644,None,,None,9187,413,"{""coordinates"": [[-79.2772877434307, 43.7000377584633]], ""type"": ""MultiPoint""}"
414,414,Dewson Street Junior Public School,65 Concord Avenue,Toronto,M6H 2N9,E,6523008,65,Concord Ave,65 Concord Ave,former Toronto,Dewson Street Public School,115001,14018391,65,None,,None,3208,414,"{""coordinates"": [[-79.4240544310152, 43.655675087264]], ""type"": ""MultiPoint""}"
415,415,Topcliff Public School,65 Topcliff Avenue,North York,M3N 1L6,E,7415223,65,Topcliff Ave,65 Topcliff Ave,North York,Topcliff Public School,115001,7399132,65,None,,None,6921,415,"{""coordinates"": [[-79.5106588918435, 43.7555851004459]], ""type"": ""MultiPoint""}"
416,416,East York Collegiate Institute,650 Cosburn Avenue,East York,M4C 2V2,S,7794431,650,Cosburn Ave,650 Cosburn Ave,East York,East York Collegiate Institute,115001,7794416,650,None,,None,70,416,"{""coordinates"": [[-79.3275764481259, 43.6949906148821]], ""type"": ""MultiPoint""}"
417,417,East York Alternative Secondary School,670 Cosburn Avenue,East York,M4C 2V2,S,7846533,670,Cosburn Ave,670 Cosburn Ave,East York,Alternative High School Programme,115001,7846484,670,None,,None,70,417,"{""coordinates"": [[-79.3252956395229, 43.6949913553145]], ""type"": ""MultiPoint""}"
418,418,George Syme Community School,69 Pritchard Avenue,York,M6N 1T6,E,9523611,69,Pritchard Ave,69 Pritchard Ave,York,George Syme Catholic School - Building Grounds,115001,9523610,69,None,,None,825,418,"{""coordinates"": [[-79.491126770757, 43.6692513829928]], ""type"": ""MultiPoint""}"
419,419,Drewry Secondary School,70 Drewry Avenue,North York,M2M 1C8,S,7273971,70,Drewry Ave,70 Drewry Ave,North York,Drewry Secondary School,115001,14128642,70,None,,None,5435,419,"{""coordinates"": [[-79.421213687216, 43.7869814732506]], ""type"": ""MultiPoint""}"
420,420,Cummer Valley Middle School,70 Maxome Avenue,North York,M2M 3K1,E,541058,70,Maxome Ave,70 Maxome Ave,North York,Cummer Valley Middle School,115001,437113,70,None,,None,6183,420,"{""coordinates"": [[-79.4012761021226, 43.7882319564093]], ""type"": ""MultiPoint""}"
421,421,North Toronto Collegiate Institute,17 Broadway Ave,Toronto,M4P 1T7,S,20097962,17,Broadway Ave,17 Broadway Ave,former Toronto,None,115001,7632816,17,None,,None,45,421,"{""coordinates"": [[-79.3966000753378, 43.7098067339604]], ""type"": ""MultiPoint""}"
422,422,Forest Hill Collegiate Institute,730 Eglinton Avenue West,Toronto,M5N 1B9,S,800884,730,Eglinton Ave W,730 Eglinton Ave W,former Toronto,Forest Hill Collegiate Institute,115001,1138689,730,None,,None,571,422,"{""coordinates"": [[-79.4213427841136, 43.7030582555106]], ""type"": ""MultiPoint""}"
423,423,Palmerston Avenue Junior Public School,734 Palmerston Avenue,Toronto,M6G 2R4,E,6619760,734,Palmerston Ave,734 Palmerston Ave,former Toronto,Palmerston Avenue Public School,115001,6619772,734,None,,None,4142,423,"{""coordinates"": [[-79.4152049534391, 43.6681449064113]], ""type"": ""MultiPoint""}"
424,424,Parkdale Junior and Senior Public School,78 Seaforth Avenue,Toronto,M6K 3L2,E,10180114,78,Seaforth Ave,78 Seaforth Ave,former Toronto,Parkdale Junior & Senior Public School,115001,10180125,78,None,,None,4372,424,"{""coordinates"": [[-79.4367985750645, 43.6431872870807]], ""type"": ""MultiPoint""}"
425,425,Jackman Avenue Junior Public School,79 Jackman Avenue,Toronto,M4K 2X5,E,825367,79,Jackman Ave,79 Jackman Ave,former Toronto,Jackman Avenue Junior Public School,115001,1140144,79,None,,None,205,425,"{""coordinates"": [[-79.3539353612732, 43.6806502154921]], ""type"": ""MultiPoint""}"
426,426,Charles G Fraser Junior Public School,79 Manning Avenue,Toronto,M6J 2K6,E,837099,79,Manning Ave,79 Manning Ave,former Toronto,Charles G Fraser Public School,115001,14018080,79,None,,None,3909,426,"{""coordinates"": [[-79.4094836303214, 43.6485300830641]], ""type"": ""MultiPoint""}"
427,427,Oriole Park Junior Public School,80 Braemar Avenue,Toronto,M5P 2L4,E,7323683,80,Braemar Ave,80 Braemar Ave,former Toronto,Oriole Park Junior Public School,115001,7323668,80,None,,None,3050,427,"{""coordinates"": [[-79.4096932774579, 43.7025715516779]], ""type"": ""MultiPoint""}"
428,428,Heritage Park Public School,80 Old Finch Avenue,Scarborough,M1B 5J2,E,9246459,80,Old Finch Ave,80 Old Finch Ave,Scarborough,Heritage Park Public School,115001,30074026,80,None,,None,10252,428,"{""coordinates"": [[-79.207720158593, 43.8213508850921]], ""type"": ""MultiPoint""}"
