_id,ID,SCH_NAME,ADDRESS,CITY,POSTAL_CODE,MET_PANEL_ID,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,MUNICIPALITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,OBJECTID,geometry
1,1,Thorncliffe Park Public School,80 Thorncliffe Park Drive,East York,M4H 1K3,E,3829444,80,Thorncliffe Park Dr,80 Thorncliffe Park Dr,East York,Thorncliffe Park Public School,115001,3829449,80,None,,None,354,1,"{""coordinates"": [[-79.3434367551101, 43.7053900432282]], ""type"": ""MultiPoint""}"
2,2,Highfield Junior School,85 Mount Olive Drive,Etobicoke,M9V 2C9,E,1020028,85,Mount Olive Dr,85 Mount Olive Dr,Etobicoke,Highfield Public School,115001,906730,85,None,,None,2145,2,"{""coordinates"": [[-79.5891451714213, 43.7458920486043]], ""type"": ""MultiPoint""}"
3,3,Victoria Village Public School,88 Sweeney Drive,North York,M4A 1T7,E,566907,88,Sweeney Dr,88 Sweeney Dr,North York,Victoria Village Public School,115001,442884,88,None,,None,6834,3,"{""coordinates"": [[-79.3141820772089, 43.7359594203073]], ""type"": ""MultiPoint""}"
4,4,Grenoble Public School,9 Grenoble Drive,North York,M3C 1C3,E,523752,9,Grenoble Dr,9 Grenoble Dr,North York,Grenoble Public School,115001,30093281,9,None,,None,5756,4,"{""coordinates"": [[-79.3327597513647, 43.7154310882437]], ""type"": ""MultiPoint""}"
5,5,Manhattan Park Junior Public School,90 Manhattan Drive,Scarborough,M1R 3V8,E,359023,90,Manhattan Dr,90 Manhattan Dr,Scarborough,Manhattan Park,115001,109829,90,None,,None,8407,5,"{""coordinates"": [[-79.2953011186665, 43.7533540031688]], ""type"": ""MultiPoint""}"
6,6,Brian Public School,95 Brian Drive,North York,M2J 3Y6,E,11467213,95,Brian Dr,95 Brian Dr,North York,Brian Public School,115001,11467035,95,None,,None,5028,6,"{""coordinates"": [[-79.331933544035, 43.7824531904325]], ""type"": ""MultiPoint""}"
7,7,North Preparatory Junior Public School,1100 Spadina Road,Toronto,M5N 2M6,E,870542,1100,Spadina Rd,1100 Spadina Rd,former Toronto,North Preparatory Public School,115001,1138559,1100,None,,None,4428,7,"{""coordinates"": [[-79.4203748853603, 43.7057655831012]], ""type"": ""MultiPoint""}"
8,8,Kingsview Village Junior School,1 York Road,Etobicoke,M9R 3C8,E,1045581,1,York Rd,1 York Rd,Etobicoke,Kingsview Village Public School,115001,908522,1,None,,None,2832,8,"{""coordinates"": [[-79.5507891278971, 43.6978666584909]], ""type"": ""MultiPoint""}"
9,9,Bliss Carman Senior Public School,10 Bellamy Road South,Scarborough,M1M 3N8,E,306063,10,Bellamy Rd S,10 Bellamy Rd S,Scarborough,Bliss Carman Senior Public School,115001,14245815,10,None,,None,7314,9,"{""coordinates"": [[-79.2256018786147, 43.732648962951]], ""type"": ""MultiPoint""}"
10,10,Flemington Public School,10 Flemington Road,North York,M6A 2N4,E,7062866,10,Flemington Rd,10 Flemington Rd,North York,Flemington Public School,115001,7062864,10,None,,None,5608,10,"{""coordinates"": [[-79.4444540037633, 43.7200875786734]], ""type"": ""MultiPoint""}"
11,11,Bloordale Middle School,10 Toledo Road,Etobicoke,M9C 2H3,E,8432037,10,Toledo Rd,10 Toledo Rd,Etobicoke,Bloordale Middle Public School,115001,30009321,10,None,,None,2640,11,"{""coordinates"": [[-79.5719465300651, 43.6391456489153]], ""type"": ""MultiPoint""}"
12,12,Courcelette Public School,100 Fallingbrook Road,Scarborough,M1N 2T6,E,333309,100,Fallingbrook Rd,100 Fallingbrook Rd,Scarborough,Courcelette Public School,115001,113247,100,None,,None,7874,12,"{""coordinates"": [[-79.2785659239745, 43.6793188262702]], ""type"": ""MultiPoint""}"
13,13,Derrydown Public School,120 Derrydown Road,North York,M3J 1R7,E,507241,120,Derrydown Rd,120 Derrydown Rd,North York,Derrydown Public School,115001,440361,120,None,,None,5376,13,"{""coordinates"": [[-79.4937101803973, 43.7586899266831]], ""type"": ""MultiPoint""}"
14,14,Maplewood High School,120 Galloway Road,West Hill,M1E 1W7,S,336715,120,Galloway Rd,120 Galloway Rd,Scarborough,Maplewood High School,115001,109225,120,None,,None,7948,14,"{""coordinates"": [[-79.1948946345862, 43.7588978527975]], ""type"": ""MultiPoint""}"
15,15,George B Little Public School,125 Orton Park Road,Scarborough,M1G 3G9,E,369629,125,Orton Park Rd,125 Orton Park Rd,Scarborough,George B Little Junior Public School,115001,108136,125,None,,None,8622,15,"{""coordinates"": [[-79.2081104450894, 43.7711994113319]], ""type"": ""MultiPoint""}"
16,16,John G Althouse Middle School,130 Lloyd Manor Road,Etobicoke,M9B 5K1,E,10512731,130,Lloyd Manor Rd,130 Lloyd Manor Rd,Etobicoke,John G. Althouse Middle School,115001,10512725,130,None,,None,2008,16,"{""coordinates"": [[-79.5540087673011, 43.6683053235247]], ""type"": ""MultiPoint""}"
17,17,Warren Park Junior Public School,135 Varsity Road,York,M6S 4P4,E,10663463,135,Varsity Rd,135 Varsity Rd,York,Warren Park Junior Public School,115001,10663461,135,None,,None,929,17,"{""coordinates"": [[-79.4994375141874, 43.6628427653687]], ""type"": ""MultiPoint""}"
18,18,Humbercrest Public School,14 Saint Marks Road,York,M6S 2H7,E,74152,14,St Mark's Rd,14 St Mark's Rd,York,Humbercrest Public School,115001,9485,14,None,,None,894,18,"{""coordinates"": [[-79.4910553735324, 43.6604526501243]], ""type"": ""MultiPoint""}"
19,19,Cliffwood Public School,140 Cliffwood Road,North York,M2H 2E4,E,8649130,140,Cliffwood Rd,140 Cliffwood Rd,North York,Cliffwood Public School,115001,30006220,140,None,,None,5225,19,"{""coordinates"": [[-79.360068599198, 43.8062920920724]], ""type"": ""MultiPoint""}"
20,20,Cedarvale Community School,145 Ava Road,York,M6C 1W4,E,51217,145,Ava Rd,145 Ava Rd,York,Cedarvale Community School,115001,7630,145,None,,None,418,20,"{""coordinates"": [[-79.4302837269918, 43.696025486871]], ""type"": ""MultiPoint""}"
21,21,Greenland Public School,15 Greenland Road,North York,M3C 1N1,E,13967814,15,Greenland Rd,15 Greenland Rd,North York,Greenland Public School,115001,443122,15,None,,None,5751,21,"{""coordinates"": [[-79.3385329307779, 43.7336070379667]], ""type"": ""MultiPoint""}"
22,22,Victoria Park Collegiate Institute,15 Wallingford Road,North York,M3A 2V1,S,572815,15,Wallingford Rd,15 Wallingford Rd,North York,Victoria Park Secondary School,115001,30038855,15,None,,None,7027,22,"{""coordinates"": [[-79.321464421707, 43.7560593384022]], ""type"": ""MultiPoint""}"
23,23,White Haven Public School,105 Invergordon Avenue,Agincourt,M1S 2Z1,E,3337385,105,Invergordon Ave,105 Invergordon Ave,Scarborough,Whitehaven Junior Public School,115001,3337339,105,None,,None,8171,23,"{""coordinates"": [[-79.2472058211989, 43.7872721001055]], ""type"": ""MultiPoint""}"
24,24,Wexford Public School,1050 Pharmacy Avenue,Scarborough,M1R 2H1,E,6375087,1050,Pharmacy Ave,1050 Pharmacy Ave,Scarborough,Wexford Public School,115001,6375088,1050,None,,None,8691,24,"{""coordinates"": [[-79.3041148885222, 43.7401530486018]], ""type"": ""MultiPoint""}"
25,25,Seventh Street Junior School,101 Seventh Street,Etobicoke,M8V 3B5,E,1031242,101,Seventh St,101 Seventh St,Etobicoke,Seventh Street Junior School,115001,20048547,101,None,,None,2455,25,"{""coordinates"": [[-79.5041938387474, 43.5999243685511]], ""type"": ""MultiPoint""}"
26,26,Norseman Junior Middle School,105 Norseman Street,Etobicoke,M8Z 2R1,E,7794390,105,Norseman St,105 Norseman St,Etobicoke,Norseman Junior Middle School,115001,7794393,105,None,,None,2193,26,"{""coordinates"": [[-79.5163297488864, 43.6343052597247]], ""type"": ""MultiPoint""}"
27,27,Lillian Public School,1059 Lillian Street,North York,M2M 3G1,E,537109,1059,Lillian St,1059 Lillian St,North York,Lillian Public School,115001,3252289,1059,None,,None,3850,27,"{""coordinates"": [[-79.4103985022169, 43.7978213696628]], ""type"": ""MultiPoint""}"
28,28,Riverdale Collegiate Institute,1094 Gerrard Street East,Toronto,M4M 2A1,S,11585699,1094,Gerrard St E,1094 Gerrard St E,former Toronto,Riverdale Collegiate Institute,115001,11585548,1094,None,,None,3495,28,"{""coordinates"": [[-79.3348598191726, 43.6700476981757]], ""type"": ""MultiPoint""}"
29,29,King Edward Junior and Senior Public School,112 Lippincott Street,Toronto,M5S 2P1,E,6355068,112,Lippincott St,112 Lippincott St,former Toronto,King Edward Public School,115001,20006084,112,None,,None,3857,29,"{""coordinates"": [[-79.4074089349881, 43.6582441160701]], ""type"": ""MultiPoint""}"
30,30,Bloor Collegiate Institute,1141 Bloor Street West,Toronto,M6H 1M9,S,6710176,1141,Bloor St W,1141 Bloor St W,former Toronto,Bloor Collegiate Institute,115001,6710177,1141,None,,None,458,30,"{""coordinates"": [[-79.4367968963581, 43.65924610796]], ""type"": ""MultiPoint""}"
31,31,Monarch Park Collegiate Institute,1 Hanson Street,Toronto,M4J 1G6,S,2565760,1,Hanson St,1 Hanson St,former Toronto,Monarch Park Collegiate,115001,2565761,1,None,,None,3604,31,"{""coordinates"": [[-79.3227718925618, 43.6792807307855]], ""type"": ""MultiPoint""}"
32,32,C R Marchant Middle School,1 Ralph Street,York,M9N 3A8,E,8837557,1,Ralph St,1 Ralph St,York,C. R. Marchant Middle School,115001,8837555,1,None,,None,829,32,"{""coordinates"": [[-79.5129333966558, 43.7017214781638]], ""type"": ""MultiPoint""}"
33,33,Central Etobicoke High School,10 Denfield Street,Etobicoke,M9R 3H1,S,996285,10,Denfield St,10 Denfield St,Etobicoke,Central Etobicoke High School,115001,909523,10,None,,None,1457,33,"{""coordinates"": [[-79.5554889336889, 43.6790185578849]], ""type"": ""MultiPoint""}"
34,34,Weston Collegiate Institute,100 Pine Street,York,M9N 2Y9,S,3202159,100,Pine St,100 Pine St,York,Weston Collegiate Institute,115001,3202160,100,None,,None,816,34,"{""coordinates"": [[-79.5094217518773, 43.7038163110412]], ""type"": ""MultiPoint""}"
35,35,Contact Alternative School,"132 St Patrick Street, 3rd Floor",Toronto,M5T 1V1,S,7796144,132,St Patrick St,132 St Patrick St,former Toronto,Mccaul Street Public School,115001,14121645,132,None,,None,4471,35,"{""coordinates"": [[-79.3903939018466, 43.6537657298722]], ""type"": ""MultiPoint""}"
36,36,Scarborough Village Public School,15 Luella Street,Scarborough,M1J 3P2,E,13515947,15,Luella St,15 Luella St,Scarborough,Scarborough Village Public School,115001,110352,15,None,,None,8372,36,"{""coordinates"": [[-79.2220717938636, 43.7441193622963]], ""type"": ""MultiPoint""}"
37,37,Winchester Junior and Senior Public School,15 Prospect Street,Toronto,M4X 1C7,E,6522886,15,Prospect St,15 Prospect St,former Toronto,Winchester Public School,115001,6522916,15,None,,None,4227,37,"{""coordinates"": [[-79.3708962772997, 43.6663306750224]], ""type"": ""MultiPoint""}"
38,38,George Harvey Collegiate Institute,1700 Keele Street,York,M6M 3W5,S,8152704,1700,Keele St,1700 Keele St,York,George Harvey Collegiate Institute - Building Grounds,115001,8128677,1700,None,,None,703,38,"{""coordinates"": [[-79.473699193678, 43.6845465069876]], ""type"": ""MultiPoint""}"
39,39,Orde Street Public School,18 Orde Street,Toronto,M5T 1N7,E,9947932,18,Orde St,18 Orde St,former Toronto,Orde Street Junior Public School,115001,30106991,18,None,,None,4112,39,"{""coordinates"": [[-79.3922600824158, 43.6586274865643]], ""type"": ""MultiPoint""}"
40,40,Inglenook Community School,19 Sackville Street,Toronto,M5A 3E1,S,864474,19,Sackville St,19 Sackville St,former Toronto,Inglenook Community School,115001,1144788,19,None,,None,4353,40,"{""coordinates"": [[-79.3594007219466, 43.6539752894773]], ""type"": ""MultiPoint""}"
41,41,Charles E Webster Public School,1900 Keele Street,York,M6M 3X7,E,9038626,1900,Keele St,1900 Keele St,York,C. E. Webster Junior Public School,115001,9038621,1900,None,,None,703,41,"{""coordinates"": [[-79.475099515903, 43.6934344434159]], ""type"": ""MultiPoint""}"
42,42,ALPHA Alternative Junior School,20 Brant Street,Toronto,M5V 2M1,E,3948771,20,Brant St,20 Brant St,former Toronto,Alpha Alternative Junior Public School,115001,14036014,20,None,,None,3055,42,"{""coordinates"": [[-79.3982225847432, 43.6457220331711]], ""type"": ""MultiPoint""}"
43,43,Oasis Alternative Secondary School (Arts & Social Change Program),20 Brant Street,Toronto,M5V 2M1,S,3948771,20,Brant St,20 Brant St,former Toronto,Alpha Alternative Junior Public School,115001,14036014,20,None,,None,3055,43,"{""coordinates"": [[-79.3982225847432, 43.6457220331711]], ""type"": ""MultiPoint""}"
44,44,Eastview Public School,20 Waldock Street,West Hill,M1E 2E5,E,395203,20,Waldock St,20 Waldock St,Scarborough,Eastview Junior Public School,115001,109224,20,None,,None,9177,44,"{""coordinates"": [[-79.1912804405348, 43.7589633617233]], ""type"": ""MultiPoint""}"
45,45,Weston Memorial Junior Public School,200 John Street,York,M9N 1K2,E,64616,200,John St,200 John St,York,Weston Memorial Junior Public School,115001,7261,200,None,,None,9831,45,"{""coordinates"": [[-79.509329936238, 43.7059781458169]], ""type"": ""MultiPoint""}"
46,46,George R Gauld Junior School,200 Melrose Street,Etobicoke,M8Y 1B7,E,1018182,200,Melrose St,200 Melrose St,Etobicoke,George R. Gauld Junior Public School,115001,913522,200,None,,None,2097,46,"{""coordinates"": [[-79.498405687125, 43.6205662675783]], ""type"": ""MultiPoint""}"
47,47,Niagara Street Junior Public School,222 Niagara Street,Toronto,M6J 2L3,E,12267344,222,Niagara St,222 Niagara St,former Toronto,Niagara St Public School,115001,12267343,222,None,,None,4060,47,"{""coordinates"": [[-79.4082529250071, 43.6439374594858]], ""type"": ""MultiPoint""}"
48,48,Fairbank Public School,2335 Dufferin Street,York,M6E 3S5,E,9741283,2335,Dufferin St,2335 Dufferin St,York,Fairbank Middle Public School,115001,9741259,2335,None,,None,557,48,"{""coordinates"": [[-79.4490892289333, 43.6942876649058]], ""type"": ""MultiPoint""}"
49,49,Leslieville Junior Public School,254 Leslie Street,Toronto,M4M 3C9,E,832942,254,Leslie St,254 Leslie St,former Toronto,Leslieville Public School Junior,115001,1142529,254,None,,None,225,49,"{""coordinates"": [[-79.3324077238987, 43.6673207679123]], ""type"": ""MultiPoint""}"
50,50,Annette Street Junior and Senior Public School,265 Annette Street,Toronto,M6P 1R3,E,7992305,265,Annette St,265 Annette St,former Toronto,Annette Street Public School,115001,7987734,265,None,,None,2890,50,"{""coordinates"": [[-79.4728312797592, 43.6614231859019]], ""type"": ""MultiPoint""}"
51,51,High Park Alternative Junior School,265 Annette Street,Toronto,M6P 1R3,E,7992305,265,Annette St,265 Annette St,former Toronto,Annette Street Public School,115001,7987734,265,None,,None,2890,51,"{""coordinates"": [[-79.4728312797592, 43.6614231859019]], ""type"": ""MultiPoint""}"
52,52,Lucy McCormick Senior School,2717 Dundas Street West,Toronto,M6P 1Y1,E,13494198,2717,Dundas St W,2717 Dundas St W,former Toronto,Lucy McCormick Senior Public School,115001,12189729,2717,None,,None,558,52,"{""coordinates"": [[-79.4601799672306, 43.6646326067736]], ""type"": ""MultiPoint""}"
53,53,Downsview Public School,2829 Keele Street,North York,M3M 2G7,E,10154479,2829,Keele St,2829 Keele St,North York,Downsview Public School,115001,10154475,2829,None,,None,703,53,"{""coordinates"": [[-79.4824357959776, 43.7311138437024]], ""type"": ""MultiPoint""}"
54,54,Harbord Collegiate Institute,286 Harbord Street,Toronto,M6G 1G5,S,9344971,286,Harbord St,286 Harbord St,former Toronto,Harbord Collegiate Institute,115001,30074125,286,None,,None,3605,54,"{""coordinates"": [[-79.4142666153396, 43.6612895164804]], ""type"": ""MultiPoint""}"
55,55,H J Alexander Community School,30 King Street,York,M9N 1K9,E,7074422,30,King St,30 King St,York,H. J. Alexander Community School,115001,7074419,30,None,,None,9748,55,"{""coordinates"": [[-79.5202286163034, 43.7023994674705]], ""type"": ""MultiPoint""}"
56,56,Howard Junior Public School,30 Marmaduke Street,Toronto,M6R 1T2,E,8594462,30,Marmaduke St,30 Marmaduke St,former Toronto,Howard Public School,115001,14017434,30,None,,None,3930,56,"{""coordinates"": [[-79.4522720930996, 43.650426312651]], ""type"": ""MultiPoint""}"
57,57,Lord Dufferin Junior and Senior Public School,350 Parliament Street,Toronto,M5A 2Z7,E,14172941,350,Parliament St,350 Parliament St,former Toronto,Lord Dufferin Public School,115001,30073974,350,None,,None,4162,57,"{""coordinates"": [[-79.3669550617347, 43.6608245373338]], ""type"": ""MultiPoint""}"
58,58,Carleton Village Junior and Senior Sports and Wellness Academy,315 Osler Street,Toronto,M6N 2Z4,E,8714071,315,Osler St,315 Osler St,former Toronto,Carleton Village North Public School,115001,14012998,315,None,,None,4124,58,"{""coordinates"": [[-79.4600288033669, 43.6723528079383]], ""type"": ""MultiPoint""}"
59,59,David Hornell Junior School,32 Victoria Street,Etobicoke,M8V 1M6,E,7973823,32,Victoria St,32 Victoria St,Etobicoke,David Hornell Junior Public School,115001,7973818,32,None,,None,2717,59,"{""coordinates"": [[-79.4888936625883, 43.6193332842276]], ""type"": ""MultiPoint""}"
60,60,Ogden Junior Public School,33 Phoebe Street,Toronto,M5T 1A8,E,853889,33,Phoebe St,33 Phoebe St,former Toronto,Ogden Public School,115001,20089930,33,None,,None,4188,60,"{""coordinates"": [[-79.395126856022, 43.6500136150807]], ""type"": ""MultiPoint""}"
61,61,Lord Lansdowne Junior Public School,33 Robert Street,Toronto,M5S 2K2,E,8105948,33,Robert St,33 Robert St,former Toronto,None,115001,14022601,33,None,,None,844,61,"{""coordinates"": [[-79.401909850979, 43.6589530395299]], ""type"": ""MultiPoint""}"
62,62,City View Alternative Senior School,38 Shirley Street,Toronto,M6K 1S9,E,10759447,38,Shirley St,38 Shirley St,former Toronto,"Shirley Street Junior Public School, City View Alternative Senior School",115001,14017192,38,None,,None,4400,62,"{""coordinates"": [[-79.4367221725004, 43.6485242370315]], ""type"": ""MultiPoint""}"
63,63,Shirley Street Junior Public School,38 Shirley Street,Toronto,M6K 1S9,E,10759447,38,Shirley St,38 Shirley St,former Toronto,"Shirley Street Junior Public School, City View Alternative Senior School",115001,14017192,38,None,,None,4400,63,"{""coordinates"": [[-79.4367221725004, 43.6485242370315]], ""type"": ""MultiPoint""}"
64,64,School of Experiential Education,40 McArthur Street,Etobicoke,M9P 3M7,S,9980628,40,McArthur St,40 McArthur St,Etobicoke,School Of Experiential Education,115001,30108084,40,None,,None,2079,64,"{""coordinates"": [[-79.5463909750587, 43.7016350249789]], ""type"": ""MultiPoint""}"
65,65,Horizon Alternative Senior School,570 Shaw Street,Toronto,M6G 3L6,E,866713,570,Shaw St,570 Shaw St,former Toronto,Central Commerce Collegiate,115001,1144414,570,None,,None,4388,65,"{""coordinates"": [[-79.4219986112882, 43.657978462827]], ""type"": ""MultiPoint""}"
66,66,Kensington Community School,401 College Street,Toronto,M5T 1S9,E,2812332,401,College St,401 College St,former Toronto,None,115001,1144329,401,None,,None,9765,66,"{""coordinates"": [[-79.4057315246338, 43.656397819463]], ""type"": ""MultiPoint""}"
67,67,Bloorlea Middle School,4050 Bloor Street West,Etobicoke,M9B 1M5,E,8731366,4050,Bloor St W,4050 Bloor St W,Etobicoke,Bloorlea Middle Public School,115001,8731343,4050,None,,None,458,67,"{""coordinates"": [[-79.5556754935908, 43.6376529320238]], ""type"": ""MultiPoint""}"
68,68,Nelson Mandela Park Public School,440 Shuter Street,Toronto,M5A 1X6,E,7635592,440,Shuter St,440 Shuter St,former Toronto,Nelson Mandela Park Public School,115001,30075973,440,None,,None,4403,68,"{""coordinates"": [[-79.3605527757157, 43.6582511901491]], ""type"": ""MultiPoint""}"
69,69,Inglewood Heights Junior Public School,45 Dempster Street,Agincourt,M1T 2T6,E,327534,45,Dempster St,45 Dempster St,Scarborough,Inglewood Heights Junior Public School,115001,107178,45,None,,None,7743,69,"{""coordinates"": [[-79.2923181525917, 43.7794075284367]], ""type"": ""MultiPoint""}"
70,70,Brookview Middle School,4505 Jane Street,North York,M3N 2K7,E,531083,4505,Jane St,4505 Jane St,North York,Brookview Middle School,115001,439448,4505,None,,None,694,70,"{""coordinates"": [[-79.5172466551502, 43.7674572380872]], ""type"": ""MultiPoint""}"
71,71,Tumpane Public School,48 Tumpane Street,North York,M3M 1L8,E,570542,48,Tumpane St,48 Tumpane St,North York,Tumpane Public School,115001,444319,48,None,,None,6955,71,"{""coordinates"": [[-79.5022550959971, 43.7265952806861]], ""type"": ""MultiPoint""}"
72,72,Jarvis Collegiate Institute,495 Jarvis Street,Toronto,M4Y 2G8,S,6522646,495,Jarvis St,495 Jarvis St,former Toronto,Jarvis Collegiate Institute,115001,6522648,495,None,,None,3741,72,"{""coordinates"": [[-79.3777587671164, 43.6660913938656]], ""type"": ""MultiPoint""}"
73,73,Hawthorne II Bilingual Alternative Junior School,50 Essex Street,Toronto,M6G 1T3,E,30024677,50,Essex St,50 Essex St,former Toronto,Essex Junior and Senior School Public School,115001,30017326,50,None,,None,3408,73,"{""coordinates"": [[-79.4223654834763, 43.6682357494066]], ""type"": ""MultiPoint""}"
74,74,Essex Junior and Senior Public School,50 Essex Street,Toronto,M6G 1T3,E,30024677,50,Essex St,50 Essex St,former Toronto,Essex Junior and Senior School Public School,115001,30017326,50,None,,None,3408,74,"{""coordinates"": [[-79.4223654834763, 43.6682357494066]], ""type"": ""MultiPoint""}"
75,75,Harwood Public School,50 Leigh Street,York,M6N 3X3,E,66887,50,Leigh St,50 Leigh St,York,Harwood Junior Public School,115001,30098556,50,None,,None,736,75,"{""coordinates"": [[-79.4784124771008, 43.6761859127687]], ""type"": ""MultiPoint""}"
76,76,Huron Street Junior Public School,541 Huron Street,Toronto,M5R 2R6,E,7974431,541,Huron St,541 Huron St,former Toronto,Huron Street Public School,115001,7974421,541,None,,None,3716,76,"{""coordinates"": [[-79.4024215880623, 43.6705755099718]], ""type"": ""MultiPoint""}"
77,77,Cedarbrook Public School,56 Nelson Street,Scarborough,M1J 2V6,E,367221,56,Nelson St,56 Nelson St,Scarborough,Cedarbrook Junior Public School,115001,110186,56,None,,None,4050,77,"{""coordinates"": [[-79.2301927515264, 43.7472933923281]], ""type"": ""MultiPoint""}"
78,78,Runnymede Collegiate Institute,569 Jane Street,York,M6S 4A3,S,64159,569,Jane St,569 Jane St,York,Runnymede Collegiate Institute,115001,9402,569,None,,None,694,78,"{""coordinates"": [[-79.4898113825241, 43.6635322654948]], ""type"": ""MultiPoint""}"
79,79,Central Toronto Academy,570 Shaw Street,Toronto,M6G 3L6,S,866713,570,Shaw St,570 Shaw St,former Toronto,Central Commerce Collegiate,115001,1144414,570,None,,None,4388,79,"{""coordinates"": [[-79.4219986112882, 43.657978462827]], ""type"": ""MultiPoint""}"
80,80,Zion Heights Middle School,5900 Leslie Street,North York,M2H 1J9,E,536807,5900,Leslie St,5900 Leslie St,North York,Zion Heights Junior High School,115001,436598,5900,None,,None,225,80,"{""coordinates"": [[-79.3710972374637, 43.7979149025647]], ""type"": ""MultiPoint""}"
81,81,Beverley School,64 Baldwin Street,Toronto,M5T 1L4,E,6350055,64,Baldwin St,64 Baldwin St,former Toronto,Beverley Public School,115001,1144586,64,None,,None,2938,81,"{""coordinates"": [[-79.3957051033565, 43.6557652368658]], ""type"": ""MultiPoint""}"
82,82,Rose Avenue Junior Public School,675 Ontario Street,Toronto,M4X 1N4,E,6522577,675,Ontario St,675 Ontario St,former Toronto,Rose Avenue Community Centre,115001,6522541,675,None,,None,4108,82,"{""coordinates"": [[-79.3727880966405, 43.6703164704159]], ""type"": ""MultiPoint""}"
83,83,Heydon Park Secondary School,70 D'Arcy Street,Toronto,M5T 1K1,S,6350039,70,D'Arcy St,70 D'Arcy St,former Toronto,Heydon Park Secondary School,115001,6349994,70,None,,None,3262,83,"{""coordinates"": [[-79.394534752422, 43.6549646089495]], ""type"": ""MultiPoint""}"
84,84,Sprucecourt Public School,70 Spruce Street,Toronto,M5A 2J1,E,7640178,70,Spruce St,70 Spruce St,former Toronto,Sprucecourt Junior Public School,115001,7640173,70,None,,None,4437,84,"{""coordinates"": [[-79.3638299150084, 43.6644860052749]], ""type"": ""MultiPoint""}"
85,85,Eastdale Collegiate Institute,701 Gerrard Street East,Toronto,M4M 1Y4,S,808480,701,Gerrard St E,701 Gerrard St E,former Toronto,Eastdale Collegiate Institute,115001,1142671,701,None,,None,3495,85,"{""coordinates"": [[-79.3488189225485, 43.6659265701789]], ""type"": ""MultiPoint""}"
86,86,Second Street Junior Middle School,71 Second Street,Etobicoke,M8V 2X4,E,7389731,71,Second St,71 Second St,Etobicoke,Second Street Junior Middle School,115001,7389724,71,None,,None,2447,86,"{""coordinates"": [[-79.5000229034999, 43.6037250776607]], ""type"": ""MultiPoint""}"
87,87,Rosedale Heights School of the Arts,711 Bloor Street East,Toronto,M4W 1J4,S,11462317,711,Bloor St E,711 Bloor St E,former Toronto,Rosedale Heights Secondary School,115001,11462316,711,None,,None,3020,87,"{""coordinates"": [[-79.3660163370219, 43.6739396616654]], ""type"": ""MultiPoint""}"
88,88,Central Technical School,725 Bathurst Street,Toronto,M5S 2R5,S,6924847,725,Bathurst St,725 Bathurst St,former Toronto,Central Technical School,115001,6924827,725,None,,None,436,88,"{""coordinates"": [[-79.4085177947948, 43.6628382420106]], ""type"": ""MultiPoint""}"
89,89,West End Alternative School,777 Bloor Street West,Toronto,M6G 1L6,S,772989,777,Bloor St W,777 Bloor St W,former Toronto,Bickford Centre,115001,30039622,777,None,,None,458,89,"{""coordinates"": [[-79.4198340161091, 43.6624299848934]], ""type"": ""MultiPoint""}"
90,90,Church Street Junior Public School,83 Alexander Street,Toronto,M4Y 1B7,E,762114,83,Alexander St,83 Alexander St,former Toronto,Church Street Public School,115001,14023586,83,None,,None,9761,90,"{""coordinates"": [[-79.3791781653545, 43.6636084257427]], ""type"": ""MultiPoint""}"
91,91,Downtown Alternative School,85 Lower Jarvis Street,Toronto,M5E 1R8,E,8351468,85,Lower Jarvis St,85 Lower Jarvis St,former Toronto,Downtown Alternative Junior School,115001,8351467,85,None,,None,9348,91,"{""coordinates"": [[-79.3704156513245, 43.6477361331853]], ""type"": ""MultiPoint""}"
92,92,Ursula Franklin Academy,146 Glendonwynne Road,Toronto,M6P 3J7,S,14203310,146,Glendonwynne Rd,146 Glendonwynne Rd,former Toronto,None,115001,1144630,146,None,,None,3537,92,"{""coordinates"": [[-79.4748206948471, 43.6567074123716]], ""type"": ""MultiPoint""}"
93,93,James S Bell Junior Middle Sports and Wellness Academy,90 Thirty First Street,Etobicoke,M8W 3E9,E,7287731,90,Thirty First St,90 Thirty First St,Etobicoke,James S Bell Junior Middle School - Building Grounds,115001,7287729,90,None,,None,2615,93,"{""coordinates"": [[-79.5301917018794, 43.5943542260396]], ""type"": ""MultiPoint""}"
94,94,Brock Public School,93 Margueretta Street,Toronto,M6H 3S4,E,9780839,93,Margueretta St,93 Margueretta St,former Toronto,Brock Junior Public School,115001,14017889,93,None,,None,3919,94,"{""coordinates"": [[-79.4378441314772, 43.6530496924269]], ""type"": ""MultiPoint""}"
95,95,Dundas Junior Public School,935 Dundas Street East,Toronto,M4M 1R4,E,7576813,935,Dundas St E,935 Dundas St E,former Toronto,Dundas Junior Public School,115001,14047337,935,None,,None,3334,95,"{""coordinates"": [[-79.3486863276324, 43.6620777465508]], ""type"": ""MultiPoint""}"
