_id,Operating Name,Category,Issued,Licence Address Line 1,city_std,latitude,longitude
1617,AFFINITY LUXURY CAR RENTAL,DRIVE-SELF RENTAL OWNER,2012-10-23,141 TORYORK DR,TORONTO,43.75774995365367,-79.5542030257117
1618,U-SAVE CAR & TRUCK RENTAL,DRIVE-SELF RENTAL OWNER,2010-10-28,305 REXDALE BLVD,TORONTO,43.714272624463945,-79.58304070480165
1624,U RENT CAR & TRUCK,DRIVE-SELF RENTAL OWNER,2011-05-12,1509 THE QUEENSWAY,TORONTO,43.6186903926942,-79.5370265369398
1627,PRACTICAR,DRIVE-SELF RENTAL OWNER,2012-08-02,62 MILLWICK DR,TORONTO,43.759154360147775,-79.56223807702348
1638,RENT-A-WRECK,DRIVE-SELF RENTAL OWNER,2012-01-19,3808 BLOOR ST W,TORONTO,43.64167499188997,-79.53595756883497
1640,ENTERPRISE RENT-A-CAR,DRIVE-SELF RENTAL OWNER,2008-03-25,3441 DUNDAS ST W,TORONTO,43.6656288048357,-79.4859241474808
1647,THE RENTAL AUTO CENTRE (TRAC),DRIVE-SELF RENTAL OWNER,2012-02-01,7 KELFIELD ST,TORONTO,43.6902121790542,-79.5770664616591
1650,,DRIVE-SELF RENTAL OWNER,2001-10-02,5475 DUNDAS ST W,TORONTO,43.632462816433474,-79.54407814551806
1653,ENTERPRISE RENT-A-CAR CANADA,DRIVE-SELF RENTAL OWNER,2009-10-06,859 THE QUEENSWAY,TORONTO,43.6247113045492,-79.5099874908551
1662,REXDALE CAR & TRUCK RENTAL,DRIVE-SELF RENTAL OWNER,2014-05-27,305 REXDALE BLVD,TORONTO,43.714272624463945,-79.58304070480165
1663,LOUIE PETRUNGARO,DRIVE-SELF RENTAL OWNER,2016-09-27,7 KELFIELD ST,TORONTO,43.6902121790542,-79.5770664616591
1664,HARVESTER CAR & TRUCK RENTALS/HARVESTER CAR SALES,DRIVE-SELF RENTAL OWNER,2016-08-03,626 DUNDAS ST W,TORONTO,43.652036133452,-79.4022394365648
1668,HERTZ CANADA,DRIVE-SELF RENTAL OWNER,2011-10-27,65 FRONT ST W,TORONTO,43.64582163153374,-79.37992928319747
1673,DISCOUNT CAR AND TRUCK RENTAL,DRIVE-SELF RENTAL OWNER,2014-06-19,3379 DUNDAS ST W,TORONTO,43.6655998271893,-79.4836099148817
1683,PRACTICAR,DRIVE-SELF RENTAL OWNER,2016-08-11,62 MILLWICK DR,TORONTO,43.759154360147775,-79.56223807702348
1684,ENTERPRISE RENT-A-CAR CANADA,DRIVE-SELF RENTAL OWNER,2017-10-12,859 THE QUEENSWAY,TORONTO,43.6247113045492,-79.5099874908551
1687,ENTERPRISE RENT-A-CAR,DRIVE-SELF RENTAL OWNER,2001-10-02,301 REXDALE BLVD,TORONTO,43.71415042233513,-79.58249125185444
1694,AVISCAR,DRIVE-SELF RENTAL OWNER,2011-03-07,5481 DUNDAS ST W,TORONTO,43.63229168644594,-79.54438988352832
1704,WEST END HYUNDAI/CHOICE CAR RENTAL,DRIVE-SELF RENTAL OWNER,2013-09-16,3526 LAKE SHORE BLVD W,TORONTO,43.5947569046316,-79.53236766022
1710,NEW HORIZONS CAR & TRUCK RENTALS,DRIVE-SELF RENTAL OWNER,2004-03-05,2440 DUNDAS ST W,TORONTO,43.65904732042709,-79.45328215630254
1711,NEW HORIZONS CAR & TRUCK RENTALS,DRIVE-SELF RENTAL OWNER,2006-04-06,655 DIXON RD,TORONTO,43.690053823273004,-79.5777421033585
